"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1910611568804716856","Fri Apr 11 08:31:10 +0000 2025","2","Siap Amankan Pemilihan Suara Ulang Ratusan Personel Polda Kaltim Cek Kesehatan Dalam rangka mendukung pelaksanaan Pemilihan Suara Ulang (PSU) di wilayah Kabupaten Kutai Kartanegara (Kukar) dan Kabupaten Mahakam Ulu Bid Dokkes Polda Kaltim laksanakan pemeriksaan kesehatan https://t.co/hUk68PY9tg","1910611568804716856","https://pbs.twimg.com/media/GoPbFuZbYAAEa3G.jpg","","in","","0","0","0","https://x.com/undefined/status/1910611568804716856","898360064590860288",
"1910610227139141809","Fri Apr 11 08:25:50 +0000 2025","0","*Siap Amankan Pemilihan Suara Ulang Ratusan Personel Polda Kaltim Cek Kesehatan* https://t.co/d6a0EBLAPW Balikpapan Dalam rangka mendukung kelancaran pelaksanaan Pemilihan Suara Ulang (PSU) di wilayah Kabupaten Kutai Kartanegara (Kukar) dan Kabupaten Mahakam Ulu Bid Dokkes https://t.co/sosTMMyJV0","1910610227139141809","https://pbs.twimg.com/media/GoPZ3gybsAAQBCH.jpg","","in","","0","0","0","https://x.com/undefined/status/1910610227139141809","1647102611651452929",
"1910602313276039377","Fri Apr 11 07:54:23 +0000 2025","0","Anggota Bawaslu Kabupaten Pesawaran Pajril Fatra dan Mutholib melakukan pengawasan melekat terhadap proses distribusi logistik surat suara untuk Pemungutan Suara Ulang (PSU) pada Pemilihan Bupati dan Wakil Bupati Pesawaran Tahun 2024 pasca Putusan Mahkamah Konstitusi. https://t.co/83LwrnE8pk","1910602313276039377","https://pbs.twimg.com/media/GoPSoijbYAMher0.jpg","","in","","0","0","0","https://x.com/undefined/status/1910602313276039377","1093629389533663232",
"1910596830527971431","Fri Apr 11 07:32:36 +0000 2025","0","Siap Amankan Pemilihan Suara Ulang Ratusan Personel Polda Kaltim Cek Kesehatan https://t.co/7NyC0Z3nzj Balikpapan Dalam rangka mendukung kelancaran pelaksanaan Pemilihan Suara Ulang (PSU) di wilayah Kabupaten Kutai Kartanegara (Kukar) dan Kabupaten Mahakam Ulu. https://t.co/XtEDzImUb3","1910596830527971431","https://pbs.twimg.com/media/GoPNsSfbYAEu3mp.jpg","","in","","0","0","0","https://x.com/undefined/status/1910596830527971431","1184708231869808640",
"1910591051544617186","Fri Apr 11 07:09:38 +0000 2025","0","*Siap Amankan Pemilihan Suara Ulang Ratusan Personel Polda Kaltim Cek Kesehatan* https://t.co/k33bJNT0vV Balikpapan Dalam rangka mendukung kelancaran pelaksanaan Pemilihan Suara Ulang (PSU) di wilayah Kabupaten Kutai Kartanegara (Kukar) dan Kabupaten Mahakam Ulu Bid Dokkes https://t.co/YTTQOYPQWh","1910591051544617186","https://pbs.twimg.com/media/GoPIbm6bYAALPqn.jpg","","in","","0","0","0","https://x.com/undefined/status/1910591051544617186","1284684722984022018",
"1910588817318568372","Fri Apr 11 07:00:45 +0000 2025","0","Siap Amankan Pemilihan Suara Ulang Ratusan Personel Polda Kaltim Cek Kesehatan https://t.co/RxY7JHIoLg https://t.co/tOREofzNcj","1910588817318568372","https://pbs.twimg.com/media/GoPGTg9bwAAjflB.jpg","","in","","0","0","0","https://x.com/undefined/status/1910588817318568372","1587005196022206464",
"1910587044671131935","Fri Apr 11 06:53:43 +0000 2025","0","Pengamanan Debat Publik PSU Pilkada Polres Kukar Kerahkan Ratusan Personil Kukar - Polres Kukar perketat pengamanan Debat Publik Pemungutan Suara Ulang (PSU) Pemilihan Kepala Daerah (Pilkada) yang diselenggarakan KPU Rabu (9/4). https://t.co/upR0RD8S5a https://t.co/0glQHJcgib","1910587044671131935","https://pbs.twimg.com/media/GoPEvm8bYAEYf_j.jpg","","in","","0","0","0","https://x.com/undefined/status/1910587044671131935","1587005196022206464",
"1910574446525497666","Fri Apr 11 06:03:39 +0000 2025","0","Pengamanan Debat Publik PSU Pilkada Polres Kukar Kerahkan Ratusan Personil Kukar - Polres Kukar perketat pengamanan Debat Publik Pemungutan Suara Ulang (PSU) Pemilihan Kepala Daerah (Pilkada) yang diselenggarakan KPU Rabu (9/4). https://t.co/UAuNVOyZja","1910574446525497666","https://pbs.twimg.com/media/GoO5UzmbYAI9ZXB.jpg","","in","","0","0","0","https://x.com/undefined/status/1910574446525497666","1587023665727610883",
"1910568064430846379","Fri Apr 11 05:38:17 +0000 2025","2","#Temanpemilih Kabupaten Empat Lawang Ingaat 8 hari lagi gunakan hak pilihmu pada Pemungutan Suara Ulang (PSU) Pemilihan Bupati dan Wakil Bupati Kabupaten Empat Lawang pada 19 April 2025 #KPUMelayani #Pemilihanserentak2024 @kpu_ri https://t.co/KG7mcTzria","1910568064430846379","https://pbs.twimg.com/media/GoOzhc1bYAEJrDq.png","","in","","0","1","4","https://x.com/undefined/status/1910568064430846379","704504615287427074",
"1910565664311697775","Fri Apr 11 05:28:45 +0000 2025","2","#Temanpemilih Ketua KPU Sumsel sampaikan perkembangan kesiapan pemungutan suara ulang (PSU) Pemilihan Bupati dan Wakil Bupati Empat Lawang tahun 2025 pasca putusan Mahkamah Konstitusi. Hal itu disampaikannya dalam rapat koordinasi bersama kemendagri secara daring di ruang rapat https://t.co/HO4BNAf0bK","1910565664311697775","https://pbs.twimg.com/media/GoOxQ3abYAAbrZv.jpg","","in","","0","2","2","https://x.com/undefined/status/1910565664311697775","704504615287427074",
